date,经营活动产生的现金流量净额对净利润的比率,自由现金流量,经营活动产生的现金流量净额,累积同比
2026-03-31,1.3791,1893311989,3313933944,1.4013
2025-12-31,1.4916,3036830565,9054927611,0.0683
2025-09-30,1.5419,942779336,5803489723,-0.0935
2025-06-30,1.6406,1315334970,3526386302,-0.1393
2025-03-31,1.7165,821304257,1380071379,-0.2346
2024-12-31,1.6272,1089449937,8476220586,-0.0495
2024-09-30,1.8996,1082555445,6402162610,-0.0413
2024-06-30,1.8373,2564422585,4097235845,-0.078
2024-03-31,1.635,4170787291,1803018671,-0.1935
2023-12-31,1.8119,4623566706,8917304888,0.2748
2023-09-30,1.8157,5792880994,6677949023,0.4518
2023-06-30,1.6801,5685529556,4443774557,0.4394
2023-03-31,1.6729,5932364981,2235688490,1.1236
2022-12-31,1.3805,5305793867,6995173616,0.0748
2022-09-30,1.3867,6957155399,4599809071,0.1858
2022-06-30,1.4205,7025341451,3087304577,0.3348
2022-03-31,1.4915,6252399947,1052762456,0.0131
2021-12-31,1.779,6083064345,6508505385,-0.1937
2021-09-30,10.7519,3470184576,2885496229,-0.5012
2021-06-30,7.7585,4552493733,1668045220,-0.5303
2021-03-31,3.4926,5551456092,746010605,-0.5269
2020-12-31,2.6902,6375413890,7564707736,0.6151
2020-09-30,1.4957,6380712193,5784788007,0.815
2020-06-30,1.4799,5075100712,3470641760,0.7962
2020-03-31,2.0135,3586850618,1474870001,0.6509
2019-12-31,2.8429,1244514597,4624005013,0.1217
2019-09-30,4.0135,1282727618,3104484066,1.3164
2019-06-30,3.3376,-1503576666,1891460811,1.0302
2019-03-31,3.344,-2857024646,864485144,0.9199
2018-12-31,3.7825,-2190249958,4122254821,0.1798
2018-09-30,5.8076,-3529498211,1340221416,-0.5286
2018-06-30,11.4994,-2030417190,821777249,-0.6139
2018-03-31,5.3786,-909970812,427320359,-0.6431
2017-12-31,3.1998,-412821890,2953147045,-0.1596
2017-09-30,3.6646,-847849042,2501126705,-0.1813
2017-06-30,3.4367,-43356353,2128295206,-0.1077
2017-03-31,1.7147,-296244006,1197333127,0.0344
2016-12-31,1.5605,-648952335,3513929770,0.533
2016-09-30,1.1841,-59910725,3054891226,0.1277
2016-06-30,1.1169,-2392889876,2385292479,1.1575
