date,自由现金流量,经营活动产生的现金流量净额,累积同比,经营活动产生的现金流量净额对净利润的比率
2026-03-31,1003159000000,196208000000,5.8491,4.0296
2025-12-31,774151000000,812030000000,0.4738,3.1482
2025-09-30,404873000000,51226000000,-0.6953,1.7034
2025-06-30,626836000000,33639000000,1.5063,2.5802
2025-03-31,488484000000,-40463000000,-13.4886,2.0178
2024-12-31,534637000000,550966000000,-0.3252,2.1802
2024-09-30,485177000000,168139000000,-0.6541,2.015
2024-06-30,99212000000,-66446000000,-1.1046,0.4678
2024-03-31,310030000000,3240000000,-0.9934,1.3528
2023-12-31,792851000000,816446000000,38.3574,3.3139
2023-09-30,763742000000,486159000000,2.4965,3.2437
2023-06-30,729337000000,635282000000,5.6906,3.1163
2023-03-31,753786000000,488759000000,2.5044,3.2325
2022-12-31,-26225000000,-11337000000,-1.0134,-0.0477
2022-09-30,67723000000,-313367000000,-1.7,0.3484
2022-06-30,9333000000,-126740000000,-1.1841,0.1199
2022-03-31,-49207000000,-294137000000,-1.5067,-0.1361
2021-12-31,820866000000,843258000000,10.5471,3.7093
2021-09-30,440850000000,447669000000,7.9814,2.1261
2021-06-30,596523000000,688576000000,4.013,2.8923
2021-03-31,183745000000,580504000000,0.3365,1.0636
2020-12-31,37493000000,73028000000,1.1508,0.3561
2020-09-30,93237000000,49844000000,1.0889,0.6768
2020-06-30,-292930000000,137357000000,2.5112,-1.3599
2020-03-31,157293000000,434346000000,2.8471,0.9106
2019-12-31,-512731000000,-484266000000,-1.7311,-2.3987
2019-09-30,-499044000000,-560727000000,-1.9819,-2.3362
2019-06-30,183703000000,-90894000000,-1.2531,1.0711
2019-03-31,10764000000,-235156000000,-1.6145,0.2283
2018-12-31,630482000000,662358000000,0.6309,3.442
2018-09-30,556154000000,571055000000,0.5081,3.1076
2018-06-30,104158000000,359069000000,-0.4224,0.7553
2018-03-31,360536000000,382682000000,-0.0052,2.1629
2017-12-31,360125000000,406136000000,1.2305,2.1955
2017-09-30,574226000000,378661000000,8.1874,3.2694
2017-06-30,731276000000,621698000000,17.1079,4.1083
2017-03-31,691094000000,384691000000,3.5533,3.8625
2016-12-31,159035000000,182081000000,-0.7291,0.9893
2016-09-30,62036000000,-52684000000,-1.0984,0.435
